id,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10
29292,6.692,10.68,0.926,0.346,0.39,-0.074,170.747,12700.307,191.666,0
29293,6.692,10.68,0.926,0.346,0.39,-0.074,170.747,12700.307,191.666,0
29294,6.692,10.68,0.926,0.346,0.39,-0.074,170.747,12700.307,191.666,0
29295,6.672,10.694,0.92,0.349,0.385,-0.072,170.582,12768.925,191.754,0
29296,6.672,10.694,0.92,0.349,0.385,-0.072,170.582,12768.925,191.754,0
29297,6.672,10.694,0.92,0.349,0.385,-0.072,170.582,12768.925,191.754,0
29298,6.649,10.707,0.911,0.349,0.382,-0.072,168.426,12827.919,191.452,0
29299,6.649,10.707,0.911,0.349,0.382,-0.072,168.426,12827.919,191.452,0
29300,6.649,10.707,0.911,0.349,0.382,-0.072,168.426,12827.919,191.452,0
29301,6.637,10.711,0.902,0.352,0.38,-0.082,170.918,12833.895,190.953,0
29302,6.637,10.711,0.902,0.352,0.38,-0.082,170.918,12833.895,190.953,0
29303,6.637,10.711,0.902,0.352,0.38,-0.082,170.918,12833.895,190.953,0
29304,6.628,10.708,0.9,0.361,0.378,-0.071,169.781,12855.629,190.446,0
29305,6.628,10.708,0.9,0.361,0.378,-0.071,169.781,12855.629,190.446,0
29306,6.628,10.708,0.9,0.361,0.378,-0.071,169.781,12855.629,190.446,0
29307,6.622,10.704,0.892,0.372,0.375,-0.083,172.183,12890.974,190.491,0
29308,6.622,10.704,0.892,0.372,0.375,-0.083,172.183,12890.974,190.491,0
29309,6.622,10.704,0.892,0.372,0.375,-0.083,172.183,12890.974,190.491,0
29310,6.627,10.692,0.889,0.375,0.37,-0.085,167.2,12879.893,190.59,0
29311,6.627,10.692,0.889,0.375,0.37,-0.085,167.2,12879.893,190.59,0
29312,6.627,10.692,0.889,0.375,0.37,-0.085,167.2,12879.893,190.59,0
29313,6.627,10.688,0.887,0.383,0.37,-0.082,169.001,12872.815,190.564,0
29314,6.627,10.688,0.887,0.383,0.37,-0.082,169.001,12872.815,190.564,0
29315,6.627,10.688,0.887,0.383,0.37,-0.082,169.001,12872.815,190.564,0
29316,6.614,10.683,0.882,0.388,0.37,-0.077,173.064,12827.905,190.115,0
29317,6.614,10.683,0.882,0.388,0.37,-0.077,173.064,12827.905,190.115,1
29318,6.614,10.683,0.882,0.388,0.37,-0.077,173.064,12827.905,190.115,1
29319,6.601,10.682,0.878,0.389,0.37,-0.086,169.027,12806.912,190.091,1
29320,6.601,10.682,0.878,0.389,0.37,-0.086,169.027,12806.912,190.091,1
29321,6.601,10.682,0.878,0.389,0.37,-0.086,169.027,12806.912,190.091,1
29322,6.587,10.688,0.87,0.393,0.37,-0.084,168.457,12771.774,190.049,1
29323,6.587,10.688,0.87,0.393,0.37,-0.084,168.457,12771.774,190.049,1
29324,6.587,10.688,0.87,0.393,0.37,-0.084,168.457,12771.774,190.049,1
29325,6.576,10.703,0.861,0.398,0.37,-0.089,168.345,12655.645,191.117,1
29326,6.576,10.703,0.861,0.398,0.37,-0.089,168.345,12655.645,191.117,0
29327,6.576,10.703,0.861,0.398,0.37,-0.089,168.345,12655.645,191.117,0
29328,6.549,10.717,0.853,0.398,0.37,-0.084,169.317,12650.464,191.742,0
29329,6.549,10.717,0.853,0.398,0.37,-0.084,169.317,12650.464,191.742,0
29330,6.549,10.717,0.853,0.398,0.37,-0.084,169.317,12650.464,191.742,0
29331,6.523,10.734,0.848,0.398,0.37,-0.079,167.536,12647.642,191.76,0
29332,6.523,10.734,0.848,0.398,0.37,-0.079,167.536,12647.642,191.76,0
29333,6.523,10.734,0.848,0.398,0.37,-0.079,167.536,12647.642,191.76,0
29334,6.499,10.753,0.838,0.405,0.37,-0.083,168.571,12621.823,191.136,0
29335,6.499,10.753,0.838,0.405,0.37,-0.083,168.571,12621.823,191.136,0
29336,6.499,10.753,0.838,0.405,0.37,-0.083,168.571,12621.823,191.136,0
29337,6.484,10.769,0.83,0.398,0.375,-0.061,169.556,12601.417,190.932,0
29338,6.484,10.769,0.83,0.398,0.375,-0.061,169.556,12601.417,190.932,0
29339,6.484,10.769,0.83,0.398,0.375,-0.061,169.556,12601.417,190.932,0
29340,6.478,10.78,0.824,0.398,0.372,-0.068,172.151,12596.063,190.795,0
29341,6.478,10.78,0.824,0.398,0.372,-0.068,172.151,12596.063,190.795,0
29342,6.478,10.78,0.824,0.398,0.372,-0.068,172.151,12596.063,190.795,0
29343,6.489,10.787,0.821,0.392,0.37,-0.059,168.083,12587.924,190.392,0
29344,6.489,10.787,0.821,0.392,0.37,-0.059,168.083,12587.924,190.392,0
29345,6.489,10.787,0.821,0.392,0.37,-0.059,168.083,12587.924,190.392,0
29346,6.508,10.791,0.823,0.384,0.37,-0.076,168.664,12641.616,189.934,0
29347,6.508,10.791,0.823,0.384,0.37,-0.076,168.664,12641.616,189.934,0
29348,6.508,10.791,0.823,0.384,0.37,-0.076,168.664,12641.616,189.934,0
29349,6.533,10.792,0.828,0.383,0.37,-0.078,169.315,12684.915,190.165,0
29350,6.533,10.792,0.828,0.383,0.37,-0.078,169.315,12684.915,190.165,0
29351,6.533,10.792,0.828,0.383,0.37,-0.078,169.315,12684.915,190.165,0
29352,6.552,10.803,0.829,0.371,0.37,-0.08,167.68,12720.899,189.622,0
29353,6.552,10.803,0.829,0.371,0.37,-0.08,167.68,12720.899,189.622,0
29354,6.552,10.803,0.829,0.371,0.37,-0.08,167.68,12720.899,189.622,0
29355,6.562,10.807,0.828,0.372,0.37,-0.076,168.748,12716.685,189.315,1
29356,6.562,10.807,0.828,0.372,0.37,-0.076,168.748,12716.685,189.315,1
29357,6.562,10.807,0.828,0.372,0.37,-0.076,168.748,12716.685,189.315,1
29358,6.569,10.816,0.827,0.371,0.37,-0.077,166.89,12675.856,189.369,1
29359,6.569,10.816,0.827,0.371,0.37,-0.077,166.89,12675.856,189.369,1
29360,6.569,10.816,0.827,0.371,0.37,-0.077,166.89,12675.856,189.369,1
29361,6.558,10.828,0.821,0.371,0.37,-0.077,168.436,12618.351,189.582,1
29362,6.558,10.828,0.821,0.371,0.37,-0.077,168.436,12618.351,189.582,1
29363,6.558,10.828,0.821,0.371,0.37,-0.077,168.436,12618.351,189.582,1
29364,6.559,10.838,0.827,0.372,0.37,-0.068,165.505,12597.754,189.424,0
29365,6.559,10.838,0.827,0.372,0.37,-0.068,165.505,12597.754,189.424,0
29366,6.559,10.838,0.827,0.372,0.37,-0.068,165.505,12597.754,189.424,0
29367,6.551,10.845,0.823,0.374,0.37,-0.067,170.141,12555.113,189.049,0
29368,6.551,10.845,0.823,0.374,0.37,-0.067,170.141,12555.113,189.049,0
29369,6.551,10.845,0.823,0.374,0.37,-0.067,170.141,12555.113,189.049,0
29370,6.548,10.839,0.82,0.38,0.37,-0.075,170.245,12493.799,189.041,0
29371,6.548,10.839,0.82,0.38,0.37,-0.075,170.245,12493.799,189.041,0
29372,6.548,10.839,0.82,0.38,0.37,-0.075,170.245,12493.799,189.041,0
29373,6.547,10.828,0.819,0.384,0.37,-0.066,169.099,12406.251,189.323,0
29374,6.547,10.828,0.819,0.384,0.37,-0.066,169.099,12406.251,189.323,0
29375,6.547,10.828,0.819,0.384,0.37,-0.066,169.099,12406.251,189.323,0
29376,6.545,10.817,0.82,0.391,0.37,-0.069,169.379,12394.439,190.329,0
29377,6.545,10.817,0.82,0.391,0.37,-0.069,169.379,12394.439,190.329,0
29378,6.545,10.817,0.82,0.391,0.37,-0.069,169.379,12394.439,190.329,0
29379,6.55,10.808,0.818,0.39,0.37,-0.062,168.081,12359.677,190.35,0
29380,6.55,10.808,0.818,0.39,0.37,-0.062,168.081,12359.677,190.35,0
29381,6.55,10.808,0.818,0.39,0.37,-0.062,168.081,12359.677,190.35,0
29382,6.558,10.8,0.819,0.39,0.37,-0.058,169.272,12364.254,189.946,0
29383,6.558,10.8,0.819,0.39,0.37,-0.058,169.272,12364.254,189.946,0
29384,6.558,10.8,0.819,0.39,0.37,-0.058,169.272,12364.254,189.946,0
29385,6.576,10.787,0.818,0.393,0.37,-0.059,167.514,12470.477,190.169,0
29386,6.576,10.787,0.818,0.393,0.37,-0.059,167.514,12470.477,190.169,0
29387,6.576,10.787,0.818,0.393,0.37,-0.059,167.514,12470.477,190.169,0
29388,6.589,10.772,0.816,0.392,0.372,-0.068,166.751,12498.764,189.497,1
29389,6.589,10.772,0.816,0.392,0.372,-0.068,166.751,12498.764,189.497,1
29390,6.589,10.772,0.816,0.392,0.372,-0.068,166.751,12498.764,189.497,1
29391,6.605,10.76,0.82,0.392,0.37,-0.069,168.601,12585.005,188.025,1
29392,6.605,10.76,0.82,0.392,0.37,-0.069,168.601,12585.005,188.025,1
29393,6.605,10.76,0.82,0.392,0.37,-0.069,168.601,12585.005,188.025,1
29394,6.621,10.752,0.822,0.396,0.37,-0.071,167.856,12447.824,187.175,1
29395,6.621,10.752,0.822,0.396,0.37,-0.071,167.856,12447.824,187.175,1
29396,6.621,10.752,0.822,0.396,0.37,-0.071,167.856,12447.824,187.175,1
29397,6.628,10.748,0.82,0.393,0.37,-0.063,165.558,12414.445,186.105,0
29398,6.628,10.748,0.82,0.393,0.37,-0.063,165.558,12414.445,186.105,0
29399,6.628,10.748,0.82,0.393,0.37,-0.063,165.558,12414.445,186.105,0
29400,6.632,10.742,0.82,0.393,0.372,-0.062,167.721,12428.203,185.827,0
29401,6.632,10.742,0.82,0.393,0.372,-0.062,167.721,12428.203,185.827,0
29402,6.632,10.742,0.82,0.393,0.372,-0.062,167.721,12428.203,185.827,0
29403,6.632,10.741,0.822,0.398,0.378,-0.067,168.845,12461.9,185.323,0
29404,6.632,10.741,0.822,0.398,0.378,-0.067,168.845,12461.9,185.323,0
29405,6.632,10.741,0.822,0.398,0.378,-0.067,168.845,12461.9,185.323,0
29406,6.628,10.732,0.827,0.392,0.38,-0.06,167.617,12424.488,185.806,0
29407,6.628,10.732,0.827,0.392,0.38,-0.06,167.617,12424.488,185.806,0
29408,6.628,10.732,0.827,0.392,0.38,-0.06,167.617,12424.488,185.806,0
29409,6.635,10.735,0.829,0.398,0.38,-0.052,164.638,12442.41,186.435,0
29410,6.635,10.735,0.829,0.398,0.38,-0.052,164.638,12442.41,186.435,0
29411,6.635,10.735,0.829,0.398,0.38,-0.052,164.638,12442.41,186.435,0
29412,6.625,10.727,0.83,0.397,0.38,-0.059,166.873,12450.669,187.413,0
29413,6.625,10.727,0.83,0.397,0.38,-0.059,166.873,12450.669,187.413,0
29414,6.625,10.727,0.83,0.397,0.38,-0.059,166.873,12450.669,187.413,0
29415,6.633,10.723,0.828,0.394,0.382,-0.037,170.165,12379.688,188.263,0
29416,6.633,10.723,0.828,0.394,0.382,-0.037,170.165,12379.688,188.263,0
29417,6.633,10.723,0.828,0.394,0.382,-0.037,170.165,12379.688,188.263,0
29418,6.628,10.702,0.83,0.374,0.38,-0.049,167.441,12355.134,188.933,1
29419,6.628,10.702,0.83,0.374,0.38,-0.049,167.441,12355.134,188.933,1
29420,6.628,10.702,0.83,0.374,0.38,-0.049,167.441,12355.134,188.933,1
29421,6.598,10.705,0.828,0.334,0.38,-0.046,166.681,12317.995,189.99,1
29422,6.598,10.705,0.828,0.334,0.38,-0.046,166.681,12317.995,189.99,1
29423,6.598,10.705,0.828,0.334,0.38,-0.046,166.681,12317.995,189.99,1
29424,6.653,10.569,0.832,0.349,0.375,-0.046,168.028,12345.537,190.545,1
29425,6.653,10.569,0.832,0.349,0.375,-0.046,168.028,12345.537,190.545,1
29426,6.653,10.569,0.832,0.349,0.375,-0.046,168.028,12345.537,190.545,1
29427,6.72,10.538,0.854,0.398,0.37,-0.051,169.73,12366.833,190.129,0
29428,6.72,10.538,0.854,0.398,0.37,-0.051,169.73,12366.833,190.129,0
29429,6.72,10.538,0.854,0.398,0.37,-0.051,169.73,12366.833,190.129,0
29430,6.531,10.491,0.819,0.378,0.37,-0.047,166.024,12316.498,190.248,0
29431,6.531,10.491,0.819,0.378,0.37,-0.047,166.024,12316.498,190.248,0
29432,6.531,10.491,0.819,0.378,0.37,-0.047,166.024,12316.498,190.248,0
29433,5.689,9.385,0.673,0.322,0.37,-0.037,170.244,12360.699,189.258,0
29434,5.689,9.385,0.673,0.322,0.37,-0.037,170.244,12360.699,189.258,0
29435,5.689,9.385,0.673,0.322,0.37,-0.037,170.244,12360.699,189.258,0
29436,4.852,8.12,0.574,0.272,0.37,-0.04,170.324,12332.647,188.571,0
29437,4.852,8.12,0.574,0.272,0.37,-0.04,170.324,12332.647,188.571,0
29438,4.852,8.12,0.574,0.272,0.37,-0.04,170.324,12332.647,188.571,0
29439,4.084,6.919,0.492,0.225,0.372,-0.057,170.195,12311.239,188.381,0
29440,4.084,6.919,0.492,0.225,0.372,-0.057,170.195,12311.239,188.381,0
29441,4.084,6.919,0.492,0.225,0.372,-0.057,170.195,12311.239,188.381,0
29442,3.347,5.797,0.419,0.181,0.378,-0.072,166.514,12289.779,187.376,0
29443,3.347,5.797,0.419,0.181,0.378,-0.072,166.514,12289.779,187.376,0
29444,3.347,5.797,0.419,0.181,0.378,-0.072,166.514,12289.779,187.376,0
29445,2.735,4.87,0.368,0.148,0.38,-0.025,167.586,12251.262,188.024,0
29446,2.735,4.87,0.368,0.148,0.38,-0.025,167.586,12251.262,188.024,0
29447,2.735,4.87,0.368,0.148,0.38,-0.025,167.586,12251.262,188.024,0
29448,2.359,4.257,0.35,0.128,0.38,-0.032,168.443,12270.399,188.175,1
29449,2.359,4.257,0.35,0.128,0.38,-0.032,168.443,12270.399,188.175,1
29450,2.359,4.257,0.35,0.128,0.38,-0.032,168.443,12270.399,188.175,1
29451,2.368,4.078,0.388,0.128,0.382,-0.041,166.613,12145.811,187.568,1
29452,2.368,4.078,0.388,0.128,0.382,-0.041,166.613,12145.811,187.568,1
29453,2.368,4.078,0.388,0.128,0.382,-0.041,166.613,12145.811,187.568,1
29454,3.068,4.74,0.508,0.167,0.378,-0.045,167.121,12215.613,188.213,1
29455,3.068,4.74,0.508,0.167,0.378,-0.045,167.121,12215.613,188.213,1
29456,3.068,4.74,0.508,0.167,0.378,-0.045,167.121,12215.613,188.213,1
29457,4.057,6.007,0.628,0.224,0.375,-0.045,164.94,12204.723,189.795,0
29458,4.057,6.007,0.628,0.224,0.375,-0.045,164.94,12204.723,189.795,0
29459,4.057,6.007,0.628,0.224,0.375,-0.045,164.94,12204.723,189.795,0
29460,4.876,7.238,0.707,0.27,0.375,-0.05,167.439,12281.897,190.428,0
29461,4.876,7.238,0.707,0.27,0.375,-0.05,167.439,12281.897,190.428,0
29462,4.876,7.238,0.707,0.27,0.375,-0.05,167.439,12281.897,190.428,0
29463,5.508,8.201,0.763,0.3,0.372,-0.048,164.845,12256.448,191.225,0
29464,5.508,8.201,0.763,0.3,0.372,-0.048,164.845,12256.448,191.225,0
29465,5.508,8.201,0.763,0.3,0.372,-0.048,164.845,12256.448,191.225,0
29466,5.961,8.957,0.804,0.324,0.37,-0.051,169.163,12300.859,191.643,0
29467,5.961,8.957,0.804,0.324,0.37,-0.051,169.163,12300.859,191.643,0
29468,5.961,8.957,0.804,0.324,0.37,-0.051,169.163,12300.859,191.643,0
29469,6.258,9.508,0.828,0.341,0.38,-0.055,167.602,12352.871,192.047,0
29470,6.258,9.508,0.828,0.341,0.38,-0.055,167.602,12352.871,192.047,0
29471,6.258,9.508,0.828,0.341,0.38,-0.055,167.602,12352.871,192.047,0
29472,6.441,9.873,0.841,0.331,0.38,-0.057,167.081,12357.866,192.658,0
29473,6.441,9.873,0.841,0.331,0.38,-0.057,167.081,12357.866,192.658,0
29474,6.441,9.873,0.841,0.331,0.38,-0.057,167.081,12357.866,192.658,0
29475,6.548,10.125,0.849,0.338,0.378,-0.032,163.083,12313.43,193.234,0
29476,6.548,10.125,0.849,0.338,0.378,-0.032,163.083,12313.43,193.234,0
29477,6.548,10.125,0.849,0.338,0.378,-0.032,163.083,12313.43,193.234,0
29478,6.623,10.308,0.854,0.338,0.382,-0.032,167.95,12338.169,193.011,0
29479,6.623,10.308,0.854,0.338,0.382,-0.032,167.95,12338.169,193.011,0
29480,6.623,10.308,0.854,0.338,0.382,-0.032,167.95,12338.169,193.011,1
29481,6.675,10.423,0.858,0.332,0.385,-0.041,166.919,12577.731,192.266,1
29482,6.675,10.423,0.858,0.332,0.385,-0.041,166.919,12577.731,192.266,1
29483,6.675,10.423,0.858,0.332,0.385,-0.041,166.919,12577.731,192.266,1
29484,6.712,10.502,0.86,0.332,0.38,-0.041,165.261,12687.196,191.971,1
29485,6.712,10.502,0.86,0.332,0.38,-0.041,165.261,12687.196,191.971,1
29486,6.712,10.502,0.86,0.332,0.38,-0.041,165.261,12687.196,191.971,1
29487,6.736,10.547,0.868,0.33,0.372,-0.047,163.307,12771.688,191.182,1
29488,6.736,10.547,0.868,0.33,0.372,-0.047,163.307,12771.688,191.182,1
29489,6.736,10.547,0.868,0.33,0.372,-0.047,163.307,12771.688,191.182,0
29490,6.748,10.568,0.87,0.329,0.37,-0.05,163.998,12720.582,191.409,0
29491,6.748,10.568,0.87,0.329,0.37,-0.05,163.998,12720.582,191.409,0
29492,6.748,10.568,0.87,0.329,0.37,-0.05,163.998,12720.582,191.409,0
29493,6.76,10.582,0.87,0.324,0.37,-0.052,167.658,12718.753,190.94,0
29494,6.76,10.582,0.87,0.324,0.37,-0.052,167.658,12718.753,190.94,0
29495,6.76,10.582,0.87,0.324,0.37,-0.052,167.658,12718.753,190.94,0
29496,6.759,10.595,0.871,0.336,0.372,-0.053,163.724,12704.856,189.817,0
29497,6.759,10.595,0.871,0.336,0.372,-0.053,163.724,12704.856,189.817,0
29498,6.759,10.595,0.871,0.336,0.372,-0.053,163.724,12704.856,189.817,0
29499,6.751,10.608,0.874,0.327,0.372,-0.048,166.992,12639.515,188.577,0
29500,6.751,10.608,0.874,0.327,0.372,-0.048,166.992,12639.515,188.577,0
29501,6.751,10.608,0.874,0.327,0.372,-0.048,166.992,12639.515,188.577,0
29502,6.743,10.622,0.872,0.334,0.375,-0.083,162.619,12602.376,188.933,0
29503,6.743,10.622,0.872,0.334,0.375,-0.083,162.619,12602.376,188.933,0
29504,6.743,10.622,0.872,0.334,0.375,-0.083,162.619,12602.376,188.933,0
29505,6.715,10.637,0.87,0.328,0.38,-0.038,166.282,12637.012,189.254,0
29506,6.715,10.637,0.87,0.328,0.38,-0.038,166.282,12637.012,189.254,0
29507,6.715,10.637,0.87,0.328,0.38,-0.038,166.282,12637.012,189.254,0
29508,6.705,10.653,0.865,0.335,0.38,-0.028,164.284,12574.856,189.601,0
29509,6.705,10.653,0.865,0.335,0.38,-0.028,164.284,12574.856,189.601,0
29510,6.705,10.653,0.865,0.335,0.38,-0.028,164.284,12574.856,189.601,0
29511,6.7,10.665,0.862,0.339,0.382,-0.03,164.005,12421.332,189.166,0
29512,6.7,10.665,0.862,0.339,0.382,-0.03,164.005,12421.332,189.166,0
29513,6.7,10.665,0.862,0.339,0.382,-0.03,164.005,12421.332,189.166,1
29514,6.716,10.672,0.86,0.338,0.38,-0.036,165.694,12328.69,189.061,1
29515,6.716,10.672,0.86,0.338,0.38,-0.036,165.694,12328.69,189.061,1
29516,6.716,10.672,0.86,0.338,0.38,-0.036,165.694,12328.69,189.061,1
29517,6.738,10.662,0.866,0.331,0.378,-0.044,163.467,12268.674,189.013,1
29518,6.738,10.662,0.866,0.331,0.378,-0.044,163.467,12268.674,189.013,1
29519,6.738,10.662,0.866,0.331,0.378,-0.044,163.467,12268.674,189.013,1
29520,6.758,10.654,0.87,0.337,0.378,-0.054,167.612,12279.936,189.694,1
29521,6.758,10.654,0.87,0.337,0.378,-0.054,167.612,12279.936,189.694,1
29522,6.758,10.654,0.87,0.337,0.378,-0.054,167.612,12279.936,189.694,0
29523,6.777,10.651,0.87,0.332,0.375,-0.054,164.355,12306.36,189.359,0
29524,6.777,10.651,0.87,0.332,0.375,-0.054,164.355,12306.36,189.359,0
29525,6.777,10.651,0.87,0.332,0.375,-0.054,164.355,12306.36,189.359,0
29526,6.792,10.645,0.877,0.326,0.38,-0.058,167.771,12304.724,189.83,0
29527,6.792,10.645,0.877,0.326,0.38,-0.058,167.771,12304.724,189.83,0
29528,6.792,10.645,0.877,0.326,0.38,-0.058,167.771,12304.724,189.83,0
29529,6.793,10.634,0.878,0.329,0.385,-0.055,162.451,12319.111,189.767,0
29530,6.793,10.634,0.878,0.329,0.385,-0.055,162.451,12319.111,189.767,0
29531,6.793,10.634,0.878,0.329,0.385,-0.055,162.451,12319.111,189.767,0
29532,6.791,10.632,0.878,0.328,0.382,-0.042,167.025,12350.764,189.045,0
29533,6.791,10.632,0.878,0.328,0.382,-0.042,167.025,12350.764,189.045,0
29534,6.791,10.632,0.878,0.328,0.382,-0.042,167.025,12350.764,189.045,0
29535,6.782,10.632,0.878,0.325,0.39,-0.065,165.873,12298.946,189.621,0
29536,6.782,10.632,0.878,0.325,0.39,-0.065,165.873,12298.946,189.621,0
29537,6.782,10.632,0.878,0.325,0.39,-0.065,165.873,12298.946,189.621,0
29538,6.772,10.633,0.877,0.334,0.39,-0.043,166.584,12291.448,190.338,0
29539,6.772,10.633,0.877,0.334,0.39,-0.043,166.584,12291.448,190.338,0
29540,6.772,10.633,0.877,0.334,0.39,-0.043,166.584,12291.448,190.338,0
29541,6.758,10.64,0.875,0.329,0.39,-0.028,162.899,12321.619,190.082,0
29542,6.758,10.64,0.875,0.329,0.39,-0.028,162.899,12321.619,190.082,0
29543,6.758,10.64,0.875,0.329,0.39,-0.028,162.899,12321.619,190.082,0
29544,6.758,10.642,0.871,0.334,0.39,-0.032,165.458,12497.966,189.673,1
29545,6.758,10.642,0.871,0.334,0.39,-0.032,165.458,12497.966,189.673,1
29546,6.758,10.642,0.871,0.334,0.39,-0.032,165.458,12497.966,189.673,1
29547,6.767,10.648,0.873,0.331,0.39,-0.037,164.816,12622.573,188.335,1
29548,6.767,10.648,0.873,0.331,0.39,-0.037,164.816,12622.573,188.335,1
29549,6.767,10.648,0.873,0.331,0.39,-0.037,164.816,12622.573,188.335,1
29550,6.782,10.648,0.878,0.329,0.382,-0.044,161.399,12700.778,188.13,1
29551,6.782,10.648,0.878,0.329,0.382,-0.044,161.399,12700.778,188.13,1
29552,6.782,10.648,0.878,0.329,0.382,-0.044,161.399,12700.778,188.13,1
29553,6.8,10.651,0.88,0.323,0.38,-0.042,162.156,12667.068,188.324,0
29554,6.8,10.651,0.88,0.323,0.38,-0.042,162.156,12667.068,188.324,0
29555,6.8,10.651,0.88,0.323,0.38,-0.042,162.156,12667.068,188.324,0
29556,6.817,10.648,0.882,0.321,0.382,-0.042,163.887,12673.439,188.352,0
29557,6.817,10.648,0.882,0.321,0.382,-0.042,163.887,12673.439,188.352,0
29558,6.817,10.648,0.882,0.321,0.382,-0.042,163.887,12673.439,188.352,0
29559,6.834,10.648,0.89,0.316,0.39,-0.047,169.275,12671.349,188.436,0
29560,6.834,10.648,0.89,0.316,0.39,-0.047,169.275,12671.349,188.436,0
29561,6.834,10.648,0.89,0.316,0.39,-0.047,169.275,12671.349,188.436,0
29562,6.843,10.648,0.898,0.316,0.39,-0.031,161.241,12658.159,188.526,0
29563,6.843,10.648,0.898,0.316,0.39,-0.031,161.241,12658.159,188.526,0
29564,6.843,10.648,0.898,0.316,0.39,-0.031,161.241,12658.159,188.526,0
29565,6.844,10.653,0.899,0.316,0.39,-0.058,164.27,12692.639,189.258,0
29566,6.844,10.653,0.899,0.316,0.39,-0.058,164.27,12692.639,189.258,0
29567,6.844,10.653,0.899,0.316,0.39,-0.058,164.27,12692.639,189.258,0
29568,6.828,10.66,0.899,0.324,0.39,-0.073,166.465,12684.397,190.055,0
29569,6.828,10.66,0.899,0.324,0.39,-0.073,166.465,12684.397,190.055,0
29570,6.828,10.66,0.899,0.324,0.39,-0.073,166.465,12684.397,190.055,0
29571,6.8,10.675,0.893,0.325,0.39,-0.009,167.835,12644.534,189.697,0
29572,6.8,10.675,0.893,0.325,0.39,-0.009,167.835,12644.534,189.697,0
29573,6.8,10.675,0.893,0.325,0.39,-0.009,167.835,12644.534,189.697,0
29574,6.778,10.686,0.888,0.327,0.39,-0.007,166.311,12554.002,189.584,0
29575,6.778,10.686,0.888,0.327,0.39,-0.007,166.311,12554.002,189.584,1
29576,6.778,10.686,0.888,0.327,0.39,-0.007,166.311,12554.002,189.584,1
29577,6.772,10.689,0.89,0.328,0.39,-0.019,163.57,12458.853,188.825,1
29578,6.772,10.689,0.89,0.328,0.39,-0.019,163.57,12458.853,188.825,1
29579,6.772,10.689,0.89,0.328,0.39,-0.019,163.57,12458.853,188.825,1
29580,6.788,10.681,0.89,0.328,0.39,-0.024,161.552,12450.282,188.733,1
29581,6.788,10.681,0.89,0.328,0.39,-0.024,161.552,12450.282,188.733,1
29582,6.788,10.681,0.89,0.328,0.39,-0.024,161.552,12450.282,188.733,1
29583,6.819,10.673,0.897,0.322,0.388,-0.028,160.651,12441.179,187.936,1
29584,6.819,10.673,0.897,0.322,0.388,-0.028,160.651,12441.179,187.936,0
29585,6.819,10.673,0.897,0.322,0.388,-0.028,160.651,12441.179,187.936,0
29586,6.862,10.658,0.904,0.317,0.388,-0.033,163.253,12433.133,187.038,0
29587,6.862,10.658,0.904,0.317,0.388,-0.033,163.253,12433.133,187.038,0
29588,6.862,10.658,0.904,0.317,0.388,-0.033,163.253,12433.133,187.038,0
29589,6.888,10.648,0.91,0.316,0.39,-0.039,161.355,12424.204,186.275,0
29590,6.888,10.648,0.91,0.316,0.39,-0.039,161.355,12424.204,186.275,0
29591,6.888,10.648,0.91,0.316,0.39,-0.039,161.355,12424.204,186.275,0
29592,6.902,10.632,0.919,0.312,0.39,-0.03,165.313,12425.477,185.936,0
29593,6.902,10.632,0.919,0.312,0.39,-0.03,165.313,12425.477,185.936,0
29594,6.902,10.632,0.919,0.312,0.39,-0.03,165.313,12425.477,185.936,0
29595,6.916,10.623,0.928,0.309,0.39,-0.045,161.729,12463.093,186.265,0
29596,6.916,10.623,0.928,0.309,0.39,-0.045,161.729,12463.093,186.265,0
29597,6.916,10.623,0.928,0.309,0.39,-0.045,161.729,12463.093,186.265,0
29598,6.905,10.616,0.926,0.311,0.39,-0.064,162.647,12488.235,186.723,0
29599,6.905,10.616,0.926,0.311,0.39,-0.064,162.647,12488.235,186.723,0
29600,6.905,10.616,0.926,0.311,0.39,-0.064,162.647,12488.235,186.723,0
29601,6.896,10.623,0.926,0.31,0.39,-0.017,163.691,12533.511,186.559,0
29602,6.896,10.623,0.926,0.31,0.39,-0.017,163.691,12533.511,186.559,1
